Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"J10","OLED","MLD130-12864A",35.8200,-30.7350,180.0000,bottom
"SW2","434133025816","SW_Push_1P1T_NO_Vertical_Wuerth_434133025816",12.6200,-48.8467,180.0000,bottom
"SW3","434133025816","SW_Push_1P1T_NO_Vertical_Wuerth_434133025816",12.6200,-42.1911,180.0000,bottom
"SW4","434133025816","SW_Push_1P1T_NO_Vertical_Wuerth_434133025816",12.6200,-35.5356,0.0000,bottom
